[2019/06/12 - 16:22:49]  Client ::1 has accessed /users/sd231412
[2019/06/12 - 17:30:31]  Client ::ffff:127.0.0.1 has accessed /users/59f29ef1799a2cb6f9a311cb4b5ae99f1
[2019/06/12 - 17:30:31]  Client ::ffff:127.0.0.1 has accessed /comments
[2019/06/12 - 17:30:31]  Client ::ffff:127.0.0.1 has accessed /comments/59f29ef1799a2cb6f9a311cb4b5ae99f
[2019/06/12 - 17:30:39]  Client ::1 has accessed /api-doc
[2019/06/12 - 17:30:41]  Client ::1 has accessed /api-doc
[2019/06/12 - 17:30:50]  Client ::1 has accessed /api-docs/
[2019/06/12 - 17:30:50]  Client ::1 has accessed /api-docs/swagger-ui.css
[2019/06/12 - 17:30:50]  Client ::1 has accessed /api-docs/swagger-ui-bundle.js
[2019/06/12 - 17:30:50]  Client ::1 has accessed /api-docs/swagger-ui-standalone-preset.js
[2019/06/12 - 17:30:50]  Client ::1 has accessed /api-docs/swagger-ui-init.js
